Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,'11053242581159,handle,ti,,,set-of-bedside-table-with-and-modern-nightstand-with-wooden-legs-end-table-for-bedroom,set-of-bedside-table-with-and-modern-nightstand-with-wooden-legs-end-table-for-bedroom
PRODUCT,'11053242581159,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053242613927,title,ti,,,Storage Cabinet with 3 Open Shelves Cupboard Freestanding Tall Organizer Multifunctional Rack for Livingroom Bedroom Kitchen Rustic Brown,ክፍት ሰለስተ መደርደሪ ዘለዎ መዕቀሚ ካቢኔት፣ ብራኻ ዘይብሉ ልዑል ኣዳላዊ፣ ብዙሕ ጥቕሚ ዘለዎ መደርደሪ ንእንዳ መቕመር፣ ንኸደኒ ክፍሊ፣ ንኽሽና ሩስቲክ ቡናዊ ቀለም
PRODUCT,'11053242613927,body_html,ti,,,"<p>Add contemporary aesthetics and useful storage space to your home with this storage shelf from [BRAND NAME]. Combining high-quality materials and smooth lines, it will be suitable for any room. Featuring 3 open shelves and 1 double door cupboard, there will be plenty of room for you to display plants, photos albums, books, ornaments and more. Sleek and beautiful, it will blend seamlessly into all style decors. Don't hesitate to buy it!</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Perfect addition to your bedroom, living room, kitchen or office</li>
<li>• High quality particle board and metal frame ensures stable and durable long-time performance</li>
<li>• 3-tier open shelves for displaying books, art, photos, plants and other home or office decor</li>
<li>• The lower cupboard can be used to place sundries such as towel, cup, etc</li>
<li>• The cupboard is easy to open with the built-in handle, door block also included</li>
<li>• Features Industrial design and raised metal base, perfectly match your other furniture</li>
<li>• Assembly required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Color: Rustic Brown</li>
<li>• Material: E1 Grade Particle Board, Metal</li>
<li>• Overall Dimension:30""W x 13""D x 64""H</li>
<li>• Cabinet Size: 27""W x 11.75""D x 16.75""H</li>
<li>• Shelf Size (Single): 30""W x 13""D x 12.75""H</li>
<li>• Elevated Base Size: 5.75""</li>
<li>• Weight Capacity: 110lbs(overall), 18lbs (each shelf)</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Cabinet x 1</li>
<li>• Manual x 1</li>
</ul>","<p>ናይ ዘመናዊ ውበትን ክዑር መደብሪ ቦታን ናብ ገዝኻ ምስዚ ናይ መደብሪ መደርደሪ ካብ [ስም ብራንድ] ወስኽ። ምስ ልዑል ጥራት ዘለዎም ቁሳቁሳትን ለይቲ መስመራትን ብምውህሃድ፣ ንዝኾነ ክፍሊ ክሳዕ ክበቅዕ እዩ። 3 ክፉት መደርደሪታትን 1 ድርብ ማዕጾ ካቢኔትን ስለዘለዎ፣ ንኣትክልቲ፣ ኣልበማት ፎቶ፣ መጻሕፍቲ፣ ምክልኻላትን ካልእን ንምርኣይ ብዙሕ ቦታ ክህልወካ እዩ። ጽሩይን ጽቡቕን ኮይኑ፣ ምስ ዅሉ ዓይነት ስነ-ጥበባዊ ምድላው ብዘይ ምልክት ክውህሃድ እዩ። ንኽትገዝእዎ ኣይትደንግዑ!</p><h3>ባህርያት፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ንመተዋሕሕኻ፣ ንሳሎን፣ ንኽሽና ወይ ንቤት ጽሕፈትካ ፍጹም ውስኻ እዩ</li>
<li>• ልዑል ጥራት ዘለዎ ፓርቲክል ቦርድን ብረታዊ ፍሬምን ዘላቒን ንነዊሕ እዋን ዝቕጽልን ኣፈጻጸም የረጋግጽ</li>
<li>• ንመጻሕፍቲ፣ ስነ-ጥበብ፣ ፎቶ፣ ኣትክልትን ካልእ ናይ ገዛ ወይ ቤት ጽሕፈት ምክልኻላትን ንምርኣይ 3-ደረጃ ክፉት መደርደሪታት</li>
<li>• እቲ ታሕታዊ ካቢኔት ከም ፎጣ፣ ብርጭቆ፣ ወዘተ ዝኣመሰሉ ንኣሽቱ ነገራት ንምእታው ክትጥቀምሉ ትኽእል</li>
<li>• እቲ ካቢኔት ብህዱር ሓውሲ ብምስጋር ክኸፍት ቀሊል እዩ፣ ማዕጾ ሓጋዚ እውን ተሓቲቱ</li>
<li>• ኢንዱስትሪያዊ ዲዛይንን ልዑል ብረታዊ መሰረትን ዘለዎ፣ ምስ ካልእ ቤት እዝነትካ ፍጹም ይሰማማዕ</li>
<li>• ምትካል የድሊ</li>
</ul><h3>ዝርዝር መግለጺ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ሕብሪ፦ ገጠራዊ ቡናዊ</li>
<li>• ቁሳቁስ፦ E1 ደረጃ ፓርቲክል ቦርድ፣ ብረት</li>
<li>• ልክዕ መጠን፦30""W x 13""D x 64""H</li>
<li>• ካቢኔት መጠን፦ 27""W x 11.75""D x 16.75""H</li>
<li>• መደርደሪ መጠን (ሓደ)፦ 30""W x 13""D x 12.75""H</li>
<li>• ልዑል መሰረት መጠን፦ 5.75""</li>
<li>• ክብደት ዝምዘን ዓቕሚ፦ 110lbs(ብሓፈሻ)፣ 18lbs (ነፍሲ ወከፍ መደርደሪ)</li>
</ul><h3>ጥቅል ዘጠቓልል፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ካቢኔት x 1</li>
<li>• መምርሒ x 1</li>
</ul>"
PRODUCT,'11053242613927,handle,ti,,,storage-cabinet-with-open-cupboard-freestanding-tall-organizer-multifunctional-rack-for-livingroom-bedroom-kitchen-rustic,storage-cabinet-with-open-cupboard-freestanding-tall-organizer-multifunctional-rack-for-livingroom-bedroom-kitchen-rustic
PRODUCT,'11053242613927,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053242646695,title,ti,,,Wooden S Shape Bookcase 6 Shelves Storage Display Home Office Furniture,ከእንጨት ዝተሰርሐ ኤስ ቅርጺ መጻሕፍቲ መደርደሪ 6 መደርደሪታት መዕቀሚን መርኣዪን ቤት ቢሮ ኣቕሑ
PRODUCT,'11053242646695,body_html,ti,,,"<p>This S Shape shelf can be used as a bookshelf or display cabinet in your home, office and study space. Made of high quality particle board, the surface has a matte finish effect. The 6 shelf wooden bookcase is water and scratch resistant. A perfect solution for any home or office with a style to suit. With six shelves, it is a simple way to organize your books and display pieces.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 6 Tier shelves in contemporary design offers storage and display space in your home or office</li>
<li>• Doubles as a bookshelf or room divider with an open back design</li>
<li>• 6 Tier S Shaped shelves for ample space for display and storage</li>
<li>• Solid particle board construction in painted finish, stable and durable</li>
<li>• Water resistant, moisture proof and scratch resistant, easy to wipe clean</li>
<li>• Ideal for storing items like books, miniature, photos and more</li>
<li>• Great organizer to keep your bathroom, dorm, office, living room, kitchen tidy and orderly</li>
<li>• Easy to assemble</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Black</li>
<li>• Material: Particle Board</li>
<li>• Overall Dimensions: 31.5""L x 9.4""W x 75.2""H</li>
<li>• Individual Shelf Height: 11.8""H</li>
<li>•  Max Load: 46.2lbs(total), 7.7lbs.(each tier)</li>
<li>• Net Weight: 52.8lbs</li>
</ul>","<p>እዚ ኣብ ቅርጺ S ዘሎ መደርደሪ ንመጻሕፍቲ ወይ ንምርኢት ኣብ ገዛ፣ ቤት ስራሕን ቦታ መጽናዕትን ክትጥቀሙሉ ትኽእሉ። ካብ ልዑል ደረጃ ፓርቲክል ቦርድ ዝተሰራሕ፣ ገጹ ማት ፊኒሽ ኣለዎ። እቲ 6 መደርደሪ ዘለዎ ዓንዲ መደርደሪ መጻሕፍቲ ንማይን ንምብራርን ዝቃወም እዩ። ንገዛ ወይ ቤት ስራሕ ብምሉኡ ብስምምዕ ዝምሰል ፍጹም መፍትሒ እዩ። ስድሽተ መደርደሪ ስለዘለዎ፣ መጻሕፍትን ንምርኢት ዝተዳለዉ ነገራትን ንምድላብ ቀሊል መገዲ እዩ።</p><h3>ባህርያት፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 6 ደረጃ መደርደሪ ብዘመናዊ ዲዛይን ኣብ ገዛ ወይ ቤት ስራሕ ንምክብካብን ንምርኢትን ቦታ ይህብ</li>
<li>• ክፍት ድሕሪት ዲዛይን ስለዘለዎ ከም መደርደሪ መጻሕፍቲ ወይ መፋልይ ክፍሊ ይዓዪ</li>
<li>• 6 ደረጃ ኣብ ቅርጺ S ዘሎ መደርደሪ ንምርኢትን ንምክብካብን ሰፊሕ ቦታ ይህብ</li>
<li>• ብቀለም ዝተዛረበ ናይ ፓርቲክል ቦርድ ህንጸት፣ ደላይን ዘለዓለማውን</li>
<li>• ንማይ ዝቃወም፣ ንርስሓት ዘይህብን ንምብራር ዝቃወምን፣ ንምጽራይ ቀሊል</li>
<li>• ከም መጻሕፍቲ፣ ንኣሽቱ ምስላታት፣ ፎቶግራፋትን ካልእን ንምክብካብ ምሉእ እዩ</li>
<li>• ሕንጻ መሕጸቢ፣ ዶርም፣ ቤት ስራሕ፣ ክፍሊ መቕመር፣ ክሽን ብስርዓትን ብጽሩይን ንምሕላው ዓብዪ መደራገፊ</li>
<li>• ንምእካብ ቀሊል</li>
</ul><h3>ዝርዝር ሓበሬታ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ሕብሪ፦ ጸሊም</li>
<li>• ውሕዱ ኣብራሪ፦ ፓርቲክል ቦርድ</li>
<li>• ልክዕ መጠን፦ 31.5""ልክዕ x 9.4""ስፍሓት x 75.2""ቁመት</li>
<li>• ቁመት ነፍሲ ወከፍ መደርደሪ፦ 11.8""ቁመት</li>
<li>• ዝለዓለ ጾር፦ 46.2 ፓውንድ (ብምሉኡ)፣ 7.7 ፓውንድ (ነፍሲ ወከፍ ደረጃ)</li>
<li>• ንጹህ ሚዛን፦ 52.8 ፓውንድ</li>
</ul>"
PRODUCT,'11053242646695,handle,ti,,,wooden-s-shape-bookcase-storage-display-home-office-furniture,wooden-s-shape-bookcase-storage-display-home-office-furniture
PRODUCT,'11053242646695,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053242744999,title,ti,,,"71"" Kitchen Buffet with Hutch, Farmhouse Style Storage Cupboard with Utility Drawer, 3 Door Cabinets and 5-tier Shelves, White","71"" ኩሽና ቡፌ ምስ ሃች፣ ፋርምሃውስ ስታይል መዝገብ ካቢኔት ምስ ኣገልግሎት መሳልብ፣ 3 ማዕጾ ካቢኔትን 5-ደረጃ መደርደርን፣ ጻዕዳ"
PRODUCT,'11053242744999,body_html,ti,,,"<p>Space in the kitchen always seems limited; solve this problem with this kitchen buffet and hutch from [BRAND NAME]! The kitchen pantry, made of manufactured wood with a veneered surface, has a rustic tone and is accented by recessed panelling and antique metal hardware for a farmhouse look. 2 drawers, five open shelves, and three door cabinets provide plenty of storage space for canned goods and cutlery. Please create a new focal point in your kitchen with its compact design and ample storage space.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Use it together as a dining hutch or separate the 2 parts as a sideboard and a buffet</li>
<li>• Beadboard door panels, framed glass door panels and antiqued metal handles bring traditional beauty to your kitchen, dining room, or living room</li>
<li>• Ample storage space includes a drawer, 5 open shelves,3 door cabinets and 4 hooks</li>
<li>• Cabinets with adjustable shelves to create more flexible storage space</li>
<li>• Including an open countertop shelf, ideal for holding microwave oven and other small kitchen applications</li>
<li>• Suitable for the storage of food, plates, jars, utensils, napkins, and other household items</li>
<li>• Anti-tippling device and an extra leg to make sure of stability and safety</li>
<li>• Assembly required</li>
</ul><h3> Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: White and Light Walnut</li>
<li>• Material: MDF</li>
<li>• Overall Dimension:42.25""W x 15.75""D x 71""H</li>
<li>• Upper Shelf Size: 24.25""W x 10"" D x 14.5""H</li>
<li>• Upper Cabinet Size: 13.75""W x 9.75"" D x 15.75""H</li>
<li>• Counter Top to Upper Height:20.5""</li>
<li>• Lower Shelf Size: 12.25""W x 14.25""D x 7.5""H</li>
<li>• Weight Capacity: 17.6lbs/per shelf, 11lb/per drawer,45lbs/Countertop</li>
<li>• Item Label: 835-400</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x buffet and hutch</li>
<li>• 1 x manual</li>
</ul>","<p>ኣብ ክሽነ ዘሎ ቦታ ኩሉ ጊዜ ውሱን ይመስል፤ ነዚ ጸገም በዚ ናይ ክሽነ ቡፌን ሃችን ካብ [ስም ብራንድ] ፍታሕዎ! እዚ ናይ ክሽነ መደብደቢ፡ ብሰራሕ ዕጨይሲ ዝተሰርሐ ምስ ዝተሸፈነ ገጽ፡ ራስቲክ ቀለም ዘለዎ ኮይኑ፡ ብሪገሰ ዝተገብረ ፓነልን ጥንታዊ ሜታል ሃርድዌርን ንፋርምሃውስ መልክዕ ይህብ። 2 መሳልብታት፡ ሓሙሽተ ክፉት መደርደሪታት፡ ከምኡውን ሰለስተ በሪ ካቢኔታት ንቦንዶችን ኩታሪን ብዙሕ መደርደሪ ቦታ ይህቡ። ብናይ ምሉእ ዲዛይኑን ብዙሕ መደርደሪ ቦታኡን ኣብ ክሽነኻ ሓድሽ ትኩረት ነጥቢ ፍጠር።</p><h3>ባህርያት፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ከም ሓደ ናይ መግቢ ሃች ተጠቕሞ ወይ ነተን 2 ክፋላት ከም ሳይድቦርድን ቡፌን ፈልየን ተጠቕሞ</li>
<li>• ቢድቦርድ በሪ ፓነላት፡ ፍሬም ዝተገብረ ብርጭቆ በሪ ፓነላትን ጥንታዊ ሜታል ሃንድልስን ንክሽነኻ፡ ናይ መግቢ ክፍሊ፡ ወይ ናይ መንበር ክፍሊ ባህላዊ ውበት የምጽኡ</li>
<li>• ብዙሕ መደርደሪ ቦታ ሓደ መሳልብ፡ 5 ክፉት መደርደሪታት፡ 3 በሪ ካቢኔታትን 4 መንጠቆታትን የጠቓልል</li>
<li>• ካቢኔታት ምስ ተስተካከለ መደርደሪታት ዝለዓለ ተለባሊ መደርደሪ ቦታ ንምፍጣር</li>
<li>• ክፉት ናይ ካውንተርቶፕ መደርደሪ ዘጠቓልል፡ ንማይክሮዌቭ ምድባስን ካልኦት ንኣሽቱ ናይ ክሽነ ኣፕሊኬሽናትን ዝምችእ</li>
<li>• ንመግቢ፡ ሳህኒታት፡ ማዕጾታት፡ ኩታሪ፡ ናፕኪን፡ ከምኡውን ካልኦት ናይ ገዛ ነገራት መደርደሪ ዝምችእ</li>
<li>• ንረብረብን ውሕስነትን ንምርግጋጽ ኣንቲ-ቲፕሊንግ መሳርሒን ተወሳኺ እግርን</li>
<li>• ምትካል የድሊ</li>
</ul><h3> ዝርዝር መግለጺ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ቀለም፡ ጻዕዳን ቀሊል ዋልኑትን</li>
<li>• ውሕሱል፡ MDF</li>
<li>• ልኡኽ ልክዕ መጠን፡42.25""W x 15.75""D x 71""H</li>
<li>• ናይ ላዕላይ መደርደሪ መጠን፡ 24.25""W x 10"" D x 14.5""H</li>
<li>• ናይ ላዕላይ ካቢኔት መጠን፡ 13.75""W x 9.75"" D x 15.75""H</li>
<li>• ካብ ካውንተር ቶፕ ክሳብ ላዕላይ ቁመት፡20.5""</li>
<li>• ናይ ታሕታይ መደርደሪ መጠን፡ 12.25""W x 14.25""D x 7.5""H</li>
<li>• ናይ ምጽዋር ዓቕሚ፡ 17.6 ፓውንድ/ንመደርደሪ፡ 11 ፓውንድ/ንመሳልብ፡45 ፓውንድ/ንካውንተርቶፕ</li>
<li>• ናይ ዕቃ መለለይ፡ 835-400</li>
</ul><h3>ጥቅል ዘጠቓልል፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x ቡፌን ሃችን</li>
<li>• 1 x መምርሒ</li>
</ul>"
PRODUCT,'11053242744999,handle,ti,,,kitchen-buffet-with-hutch-farmhouse-style-storage-cupboard-with-utility-cabinets-and,kitchen-buffet-with-hutch-farmhouse-style-storage-cupboard-with-utility-cabinets-and
PRODUCT,'11053242744999,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053242777767,title,ti,,,"Microwave Cart on Wheels Utility Trolley Storage Sideboard Bookcase with 2-door Cabinet, White Oak",ብኸውሒ ዝንቀሳቐስ ማይክሮዌቭ ትሮሊ፣ ናይ ኣገልግሎት ትሮሊ፣ መደርደሪ ሳይድቦርድ፣ ብ2-ማዕጾ ካቢኔት ዘለዎ መጽሓፍ መደርደሪ፣ ጻዕዳ ኦክ
PRODUCT,'11053242777767,body_html,ti,,,"<p>This microwave cart features a classic modern design and can be fit into various styles of decorations. Comes with a spacious open section and an enclosed cabinet to store microwave, tableware and other kitchen supplies. With its compact design and great storage capabilities, it will give you optimal usage experience.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Classic wood grain veneered surface is suitable for most decorations</li>
<li>• A large open section and an enclosed cabinet with adjustable interior shelf to store microwave, tableware and other kitchen supplies</li>
<li>• Cable management hole to help you maintain a clear counter top</li>
<li>• Compact structure ensure multifunction, can also be used as a storage sideboard or bookcase</li>
<li>• Made of solid E1 particle board for easy cleaning and longevity</li>
<li>• Assembly required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: White Oak</li>
<li>• Material: Particle Board</li>
<li>• Overall Dimension: 23.8"" W x 15.9"" D x 38.2"" H (60.4 x 40.3 x 97 cm)</li>
<li>• Microwave Rack Size: 22.4"" W x 10.2"" D x 13.8"" H (57 x 26 x 35 cm)</li>
<li>• Cabinet Inner Size:  22.4"" W x 14.2"" D x 20.3"" H (57 x 36 x 51.6 cm)</li>
<li>• Weight Capacity: 154 lbs (70 kg) (whole), 88 lbs (40 kg) (microwave rack), 22 lbs (10 kg) (top &amp; interior shelf)</li>
<li>• Item Label: 835-258WT</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Microwave Cart</li>
<li>• 1 x Manual</li>
</ul>","<p>እዚ ናይ ማይክሮዌቭ መኪና ጋሪ ክላሲክ ዘመናዊ ዲዛይን ዘለዎ ኮይኑ፡ ናብ ዝተፈላለዩ ዓይነታት ማስጌጥ ኪእተው ይኽእል እዩ። ንማይክሮዌቭ፡ ጣውላ ሳህንን ካልኦት ናይ ክሽነ ኣቕሑን ንምዕባይ ሰፊሕ ክፍቲ ቦታን ዝዕጸወ ካቢኔትን ይሓውስ። ብምሉኡ ምስ ውሑድ ዲዛይኑን ዓቢ ናይ ምዕባይ ክእለቱን፡ ዝሓሸ ናይ ኣጠቓቕማ ተመክሮ ክህበካ እዩ።</p><h3>ባህርያት፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ክላሲክ ናይ ዕጨይቲ እንጨት ዝመስል ገጽ ንብዙሕ ማስጌጥ ዝምሰል እዩ</li>
<li>• ንማይክሮዌቭ፡ ጣውላ ሳህንን ካልኦት ናይ ክሽነ ኣቕሑን ንምዕባይ ዓቢ ክፍቲ ቦታን ዝተዓጸወ ካቢኔትን ምስ ዝተስተኻኸለ ውሽጣዊ መደርደሪን</li>
<li>• ንጹህ ናይ መደርደሪ ገጽ ንምሕላው ዝሕግዝ ናይ ኬብሊ ኣመሓዳሪ ቀዳዳ</li>
<li>• ውሑድ መዋቅር ብዙሕ ተግባር የረጋግጽ፡ ከም መዕቀዲ ሳይድቦርድ ወይ መጻሕፍቲ ድማ ኪጥቀመሉ ይኽእል</li>
<li>• ብትኽክል ካብ ዝተሰራሕ E1 ፓርቲክል ቦርድ ንቀሊል ምጽራይን ንነዊሕ ዕድመን</li>
<li>• ምትካል የድሊ</li>
</ul><h3>ዝርዝር መግለጺ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ሕብሪ፦ ጻዕዳ ኦክ</li>
<li>• ንብረት፦ ፓርቲክል ቦርድ</li>
<li>• ምሉእ ልክዕ፦ 23.8"" ወርዲ x 15.9"" ዕምቆት x 38.2"" ቁመት (60.4 x 40.3 x 97 ሳ.ሜ)</li>
<li>• ናይ ማይክሮዌቭ መደርደሪ ልክዕ፦ 22.4"" ወርዲ x 10.2"" ዕምቆት x 13.8"" ቁመት (57 x 26 x 35 ሳ.ሜ)</li>
<li>• ናይ ካቢኔት ውሽጣዊ ልክዕ፦ 22.4"" ወርዲ x 14.2"" ዕምቆት x 20.3"" ቁመት (57 x 36 x 51.6 ሳ.ሜ)</li>
<li>• ናይ ምዕባይ ክእለት፦ 154 ፓውንድ (70 ኪ.ግ) (ምሉእ)፡ 88 ፓውንድ (40 ኪ.ግ) (ናይ ማይክሮዌቭ መደርደሪ)፡ 22 ፓውንድ (10 ኪ.ግ) (ላዕላይን ውሽጣዊ መደርደሪን)</li>
<li>• ናይ ዕቃ መለለዪ፦ 835-258WT</li>
</ul><h3>ጥቅል ዘጠቓልል፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x ናይ ማይክሮዌቭ ጋሪ</li>
<li>• 1 x መምርሒ</li>
</ul>"
PRODUCT,'11053242777767,handle,ti,,,microwave-cart-on-wheels-utility-trolley-storage-sideboard-bookcase-with-cabinet,microwave-cart-on-wheels-utility-trolley-storage-sideboard-bookcase-with-cabinet
PRODUCT,'11053242777767,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053242810535,title,ti,,,"Bedside Table, Nightstand for Bedroom, End Side Table Dresser Storage with 2 Drawers, Walnut Brown",ናይ ድቃስ ጠረጴዛ፣ ንክፍሊ ድቃስ ዝኸውን ለይቲ ጠረጴዛ፣ ምስ 2 መሳልብ ዝተዳለወ ናይ ጎኒ ጠረጴዛ መደርደሪ፣ ዎልነት ቡናዊ
PRODUCT,'11053242810535,body_html,ti,,,"<p>Allow the irresistible charm of this [BRAND NAME] storage dresser to bring beauty into your home this season. Its simple design makes the drawer unit suitable for a variety of interior settings. Large capacity can meet your store's daily accessory needs while keeping the house neat and clean and saving space. This chest of drawers combines beauty and functionality to make any room more opulent.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 2 drawers provide enough space for daily accessories</li>
<li>• Particleboard and steel frame for a sturdy structure, hidden handle for safety around children</li>
<li>• Anti-toppling devices add more security and stability</li>
<li>• Can be used as a nightstand, side cabinet, bookshelf, organizer and etc.</li>
<li>• Herringbone pattern design in walnut brown colour create chic tone, perfect for your bedroom, study, living room</li>
<li>• Assembly is required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Color: Walnut brown</li>
<li>• Material: Particle board, Steel</li>
<li>• Overall Dimension: 19""W x 15.5""D x 24""H</li>
<li>• Drawer Inner Dimension: 15.75""W x 13.25""D x 4""H</li>
<li>• Off the Ground: 7.75""</li>
<li>• Max Load: (Desktop)33lbs, (Drawer)11lbs</li>
<li>• Item Label: 831-354V01</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Drawer Cabinet</li>
<li>• 1 x Manual</li>
</ul>","<p>ነቲ ዘይቅየር ማረኺ ናይዚ [ስም ብራንድ] መደርደሪ መሳርሒ ኣብዛ ዓመት ናብ ገዝኻ ውበት ኬምጽእ ፍቀደሉ። እቲ ቀሊል ዲዛይኑ ነቲ መሳርሒ መደርደሪ ንብዙሕ ዓይነት ውሽጣዊ ምድላዋት ተመራጺ ይገብሮ። ዓቢ ኣቅምኡ ንመዓልታዊ ኣቃውማ ድኳንካ ክኸውን ከሎ፡ ንጽህናን ስርዓትን ገዝካ ብምሕላው ቦታ ይቆጥብ። እዚ መደርደሪ መሳርሒ እዚ ውበትን ተግባራዊነትን ዘዋሃሕድ ኮይኑ፡ ንዝኾነ ክፍሊ ዝያዳ ምዕራብ ይህቦ።</p><h3>ባህርያት፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 2 መሳርሒታት ንመዓልታዊ ኣቃውማ እኹል ቦታ ይህባ</li>
<li>• ንጽቡቕ ህንጻ ፓርቲክልቦርድን ሓጺን ፍሬምን፡ ንደቓቕ ደሓን ዝኾነ ሕቡእ እጀታ</li>
<li>• ናይ ምውዳቕ መከላኸሊ መሳርሒታት ተወሳኺ ደሓንን ምርግጋእን ይህባ</li>
<li>• ከም ለይቲ ጨዋታ ጣውላ፡ ጐድኒ ካቢኔት፡ መጻሕፍቲ መደርደሪ፡ መደርደሪ ወዘተ ክትጥቀመሉ ትኽእል</li>
<li>• ናይ ዋልነት ቡናዊ ሕብሪ ዘለዎ ናይ ሄሪንግቦን ዲዛይን ፋሽን ዝመልኦ ድምጺ ይፈጥር፡ ንክፍሊ ድቃስካ፡ መጽናዕቲ፡ ሳሎን ፍጹም እዩ</li>
<li>• ምጽንባር የድሊ</li>
</ul><h3>ዝርዝር መግለጺ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ሕብሪ፦ ዋልነት ቡናዊ</li>
<li>• ውሕስነት፦ ፓርቲክልቦርድ፡ ሓጺን</li>
<li>• ልክዕ መጠን፦ 19""ወፍሪ x 15.5""ዕምቆት x 24""ቁመት</li>
<li>• ናይ ውሽጢ መሳርሒ መጠን፦ 15.75""ወፍሪ x 13.25""ዕምቆት x 4""ቁመት</li>
<li>• ካብ ምድሪ ርሕቀት፦ 7.75""</li>
<li>• ዝለዓለ ጽዕነት፦ (ጣውላ)33ፓውንድ፡ (መሳርሒ)11ፓውንድ</li>
<li>• ናይ ዕቃ መለለዪ፦ 831-354V01</li>
</ul><h3>ጥቕላል እተካትቶ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x መሳርሒ ካቢኔት</li>
<li>• 1 x መምርሒ</li>
</ul>"
PRODUCT,'11053242810535,handle,ti,,,bedside-table-nightstand-for-bedroom-end-side-table-dresser-storage-with,bedside-table-nightstand-for-bedroom-end-side-table-dresser-storage-with
PRODUCT,'11053242810535,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053242908839,title,ti,,,"Pull Out Trash Can Under Cabinet, 10.6 Gallon (40L) Slide Out Garbage Can with 3 Removable Compartments, Grey",ካብ ትሕቲ ካቢኔት ዝወጽእ መጣያ ቆርበት፣ 10.6 ጋሎን (40ሊ) ዝሓዘ ወጻኢ ዝወጽእ መጣያ ቆርበት ምስ 3 ዝተፈላለዩ ክፋላት፣ ግራጫ
