Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,'11053008486567,handle,ti,,,rolling-kitchen-cart-kitchen-island-with-storage-bottle-wine-rack-cabinets-wooden-countertop,rolling-kitchen-cart-kitchen-island-with-storage-bottle-wine-rack-cabinets-wooden-countertop-ተንከባላይ-ኩሽና-ጋሪ-ኩሽና-ደሴት-ምስ-መዕቀሚ-ብርጭቆ-ወይኒ-መደርደሪ-ካቢኔታት-ዓእጥ-ላዕላይ-ገጽ-rolling-kitchen-cart-kitchen-island-with-storage-bottle-wine-rack-cabinets-wooden-countertop
PRODUCT,'11053008486567,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053008519335,title,ti,,,"5FT Artificial Bamboo Tree, Fake Plant with 1095 Leaves, Greenery Plant in Nursery Pot for Indoor, Green",5 ፉት ሰራሕ በምቡ ኦም፣ ሓሰማዊ ተኽሊ ምስ 1095 ቆጽሊ፣ ሓምላዊ ተኽሊ ኣብ ናርሰሪ ድስቲ ንውሽጢ ቤት፣ ሓምላዊ
PRODUCT,'11053008519335,body_html,ti,,,"<p>Want to grow green plants but can't keep them always green? Our artificial plant is exactly what you need, it will stay green for many years without trimming and shaping. No watering, no fertilization, no worries when traveling. Realistic-looking leaves create a natural atmosphere for your room, and low maintenance is needed. Comes pre-potted, the fake plant is delivered ready to use, and goes well with any kind of décor, great for indoor spaces.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Beautiful artificial bamboo with eight trunks design plant</li>
<li>• Suitable for home or office, spices up any space with its natural accent</li>
<li>• This plant includes 1095 leaves which bring a natural feeling to your room</li>
<li>• A stable nursery pot provides a stable base</li>
<li>• Cement soil and PE moss are included, making it more stable and real</li>
<li>• Low maintenance required</li>
<li>• No assembly required</li>
</ul><h3> Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Green</li>
<li>• Materials: PE, PP, Cement</li>
<li>• Type: Bamboo</li>
<li>• Overall Height: 60"" (152.4 cm)</li>
<li>• Pot Size: Dia 7.1"" x 5.5"" H (Dia 18 x 14 cm)</li>
<li>• Item Label: 844-344</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;""><li>• 1 x Artificial Bamboo Tree;</li></ul>","<p>ዓስካ ሓረስታይ ኣረንጓዴ ተኽልታት ክትዓብዩ ትደልዩ እንተኾንኩም ግን ከም ዘለዉ ኣረንጓዴ ክትሕዝዎም ኣይትኽእሉን ደይኦም? ናይ ሰራሕ ተኽልና ብድሕሪት እቲ ዘድልየኩም እዩ፣ ንብዙሕ ዓመታት ብዘይ ቅርጺ ምቕራጽን ምቕራጽን ኣረንጓዴ ክኸውን እዩ። ማይ ምስታይ፣ ማዕበል ምሃብ፣ ክትጓዓዙ ከለኹም ድንጋጽ የብሉን። ናይ ሓቂ ዝመስሉ ቆጽሊታት ንክፍልኹም ተፈጥሮኣዊ ከባቢ ይፈጥሩ፣ ዝተገደበ ምንባር ድማ የድሊ። ቅድሚ ሕጂ ኣብ ዕትል ተተኺሉ፣ እቲ ሓሰማዊ ተኽል ንምጥቃም ድሉው ኮይኑ ይቐርብ፣ ምስ ዝኾነ ዓይነት ማስደሰቲ ድማ ይሰማማዕ፣ ንውሽጣዊ ቦታታት ኣዝዩ ጥዑም እዩ።</p><h3>ባህርያት፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ምስማቕ ናይ ሰራሕ በምቦ ምስ ሸሞንተ ግንዲ ዲዛይን ዘለዎ ተኽሊ</li>
<li>• ንቤት ወይ ንቢሮ ዝምሰል፣ ብተፈጥሮኣዊ ምልክቱ ንዝኾነ ቦታ ይውስኽ</li>
<li>• እዚ ተኽሊ ንክፍልካ ተፈጥሮኣዊ ስምዒት ዘምጽኡ 1095 ቆጽሊታት ይሓውስ</li>
<li>• ረጊድ ዘይበላሽ ናይ ሕጻናት ዕትል ረጊድ መሰረት ይህብ</li>
<li>• ሲሚንቶ ሓመድን ፒኢ ሞስን ተሓቲቶም፣ ዝያዳ ረጊድን ሓቂን ይገብርዎ</li>
<li>• ዝተገደበ ምንባር የድሊ</li>
<li>• ምትእኽኻብ ኣየድልይን</li>
</ul><h3> ዝርዝር መግለጺ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ሕብሪ፦ ኣረንጓዴ</li>
<li>• ውሕሶታት፦ ፒኢ፣ ፒፒ፣ ሲሚንቶ</li>
<li>• ዓይነት፦ በምቦ</li>
<li>• ምሉእ ቁመት፦ 60"" (152.4 ሳ.ሜ)</li>
<li>• መጠን ዕትል፦ ዲያ 7.1"" x 5.5"" ቁመት (ዲያ 18 x 14 ሳ.ሜ)</li>
<li>• መለለይ ዕቃ፦ 844-344</li>
</ul><h3>ጥቕላል እተን ይሓውስ፦</h3><ul style=""list-style:none;margin-left:15"
PRODUCT,'11053008519335,handle,ti,,,ft-artificial-bamboo-tree-fake-plant-with-leaves-greenery-plant-in-nursery-pot-for-indoor,
PRODUCT,'11053008519335,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053008552103,title,ti,,,"Fabric Accent Chair, Button Tufted Armchair, Upholstered Modern Living Room Chair, Wingback Chair with Wood Legs, Rolled Arms, Thick Padding for Bedroom, White",<p>ናይ ጨርቂ ምድላው መንበር፣ ብቁምፊ ዝተሰፈረ ክንዲ ኢድ ዘለዎ መንበር፣ ዘመናዊ ናይ ሳሎን ክፍሊ ዝተሸፈነ መንበር፣ ብዕጨጊ እግሪ ዘለዎ ዊንግባክ መንበር፣ ዝተጠምዘዘ ክንዲ ኢድ፣ ውፍለት ፓዲንግ ዘለዎ ንኽፍሊ ድቃስ፣ ጻዕዳ</p>
PRODUCT,'11053008552103,body_html,ti,,,"<p>Transform your space into a haven of sophistication with this elegant accent chair. Its sleek design and plush seating invite relaxation, while its striking button-tufted back and rolled arms add a touch of timeless charm. Perfect for cozying up in the living room, creating a stylish office nook, or adding a touch of luxury to any room, this chair is more than furniture—it’s an experience. Let it be the centerpiece of your space, bringing comfort, character, and a sense of calm to every moment.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Great for living room, bedroom, office, meeting room and more</li>
<li>• Button-tufted wing back with rolled arms brings elegant charming</li>
<li>• Thick padded over-sized seat and backrest wraps you in comfort</li>
<li>• Wood frame and eucalyptus legs ensure stability and durability</li>
<li>• Painted finished wood legs with non-slip footpads offer extra balance</li>
<li>• Easy assembly required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Cream White</li>
<li>• Material: Wood, Snow Flannel (100%Polyester), Sponge</li>
<li>• Overall Dimension: 29.1"" L x 33.9"" W x 40.2"" H /74L x 86W x 102H cm</li>
<li>• Seat Size: 20.9"" L x 19.1"" W /53L x 48.5W cm</li>
<li>• Seat to Floor Height: 18.5""/47 cm</li>
<li>• Back Size: 26.4"" L x 5.9"" W x 26.8"" H /67L x 15W x 68H cm</li>
<li>• Armrest to Floor Height: 22.4""/57 cm</li>
<li>• Weight Capacity: 352 lbs/160 kg</li>
<li>• Item Label: 833-695V80CW</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Club Sofa Chair</li>
<li>• 1 x Manual</li>
</ul>","<p>ነዚ ቆንጆ መንበር ድላይ ብምጥቃም ቦታኻ ናብ ውሕስነት ምድላው ቀይሮ። ስስ ዲዛይኑን ለስላሳ መቕመጥኡን ንዕረፍቲ ይዕድሙ፣ እቲ ዘማረኽ ቁልፊ ዝተሰፈረ ድሕሪትን ጠማማ ኣእዳውን ከኣ ንዘመናት ዝጸንሕ ማረኽነት ይውስኹ። ኣብ ክፍሊ መደላወሊ ንምሕዋስ፣ ኣብ ቤት ጽሕፈት ቆንጆ ማእዘን ንምፍጣር፣ ወይ ንዝኾነ ክፍሊ ምድላው ንምውሳኽ ፍጹም ኮይኑ፣ እዚ መንበር ካብ ቅርጺ ቤት ንላዕሊ እዩ—ተመኩሮ እዩ። ንነፍሲ ወከፍ እዋን ምቾት፣ ባህርይን ህድኣትን ብምምጽእ፣ ኣብ ቦታኻ ማእከላይ ነጥቢ ይኹን።</p><h3>ባህርያት፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ንክፍሊ መደላወሊ፣ ክፍሊ ድቃስ፣ ቤት ጽሕፈት፣ ክፍሊ ኣኼባን ካልእን ዝጠቅም</li>
<li>• ቁልፊ ዝተሰፈረ ክንፊ ዝመስል ድሕሪት ምስ ጠማማ ኣእዳው ቆንጆ ማረኽነት የምጽእ</li>
<li>• ውፍለ ዝተሰርሐ ዓቢ መቕመጥን ድሕሪትን ኣብ ምቾት ይከበብካ</li>
<li>• ካብ ዕጨይሲ ዝተሰርሐ ፍሬምን እግሪ ዩካሊፕተስን ጽንዓትን ተቐባልነትን የረጋግጹ</li>
<li>• ብቀለም ዝተዳለወ እግሪ ዕጨይሲ ምስ ዘይንሸራተት ጽርግያ እግሪ ተወሳኺ ሚዛን ይህብ</li>
<li>• ቀሊል ምትእኽኻብ የድሊ</li>
</ul><h3>ዝርዝር መግለጺ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ሕብሪ፦ ክሬም ጻዕዳ</li>
<li>• ውሕዱ ነገር፦ ዕጨይሲ፣ ስኖው ፍላነል (100% ፖሊኤስተር)፣ ስፖንጅ</li>
<li>• ልኡኽ መጠን፦ 29.1"" ን ር. x 33.9"" ን ወ. x 40.2"" ን ቁ./74 ሳ.ሜ ን ር. x 86 ሳ.ሜ ን ወ. x 102 ሳ.ሜ ን ቁ.</li>
<li>• መጠን መቕመጢ፦ 20.9"" ን ር. x 19.1"" ን ወ./53 ሳ.ሜ ን ር. x 48.5 ሳ.ሜ ን ወ.</li>
<li>• ቁመት ካ"
PRODUCT,'11053008552103,handle,ti,,,fabric-accent-chair-button-tufted-armchair-upholstered-modern-living-room-chair-wingback-chair-with-wood-legs-rolled-arms-thick-padding-for-bedroom,
PRODUCT,'11053008552103,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053008584871,title,ti,,,"Bath Chair with Back, Adjustable Height Non-slip Shower Stool Bench Tool-Free Assembly Bathroom Aids, White",<p>ናይ ሕጽበት መንበር ምስ ድሕሪት፣ ተቃልዒ ቁመት ዘለዎ ዘይንሸራተት ናይ ሕጽበት መንበር ቤንች ብዘይ መሳርሒ ዝተኣከበ ናይ ሕጽበት ሓገዝቲ፣ ጻዕዳ</p>
PRODUCT,'11053008584871,body_html,ti,,,"<p>The [BRAND NAME] bathtub shower chair includes adjustable height, a wide curved seat, and four suction foot pads for stable positioning. Made from durable materials, it provides practical support for bathroom use.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Drainage holes in the seat to reduce slipping and water pooling</li>
<li>• Suction tips on each leg for improved stability</li>
<li>• Durable aluminum frame and a polyethylene seat</li>
<li>• 8-Level adjustable seat to fit different sized body</li>
<li>• Shower head hole Holds the shower when you using body wash</li>
<li>• Lightweight and compact making it perfect for travel</li>
<li>• Can hold up to 300 lbs</li>
<li>• No tools required for assembly</li>
</ul><h3> Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Material: Aluminum and HDPE</li>
<li>• Overall Dimensions: 17""W x 20""D x 28""-34.75""H</li>
<li>• Carton Dimensions: 13.4""L x 5.7""W x 23.6""H</li>
<li>• Gross Weight/Net Weight: 8.2/6.3 lbs</li>
<li>• Max. Weight: 300 lbs</li>
</ul>","<p>እቲ [ስም ብራንድ] ናይ መሕጸቢ መንበር ኩርሲ ንምሕጻብ ዝሕግዝ ተስተካከሊ ቁመት፣ ሰፊሕ ጥምዝ መንበርን ኣርባዕተ ጽዕዳዕ ኣእጋር ንምርግጋእ ዝሕግዛ ባህሪያት ኣለዎ። ካብ ዘለዓልም ቁሳቁሳት ተሰሪሑ፡ ኣብ መሕጸቢ ንዝረአ ጥቕሚ ዝህብ ደገፍ ይህብ።</p><h3>ባህሪያት፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ኣብ መንበር ዘለዉ ናይ ማይ ፍሳሽ ጉድጓዳት ምዝላልን ምእካብ ማይን ንምትካእ ይሕግዙ</li>
<li>• ንምርግጋእ ዝሕግዙ ኣብ ነፍሲ ወከፍ እግሪ ዘለዉ ጽዕዳዕ ምኽላዕ ምኽላዕ</li>
<li>• ዘለዓልም ኣሉሚኒየም ፍሬምን ፖሊኢቲሊን መንበርን</li>
<li>• ንዝተፈላለዩ ዓቐናት ኣካላት ዝሰማማዕ 8-ደረጃ ተስተካከሊ መንበር</li>
<li>• ናይ መሕጸቢ ርእሲ ጉድጓድ ክትሓጽብ ከለኻ ንምሕጻብ ዝሕግዝ መሕጸቢ ዝሕዝ</li>
<li>• ቀሊልን ጥቕሚ ዘለዎን ንጉዕዞ ዝምችእ</li>
<li>• ክሳብ 300 ፓውንድ ክሕዝ ይኽእል</li>
<li>• ንምእካብ ዝኸውን መሳርሒ ኣየድልዩን</li>
</ul><h3> ዝርዝር ሓበሬታ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ቁሳቁስ፦ ኣሉሚኒየምን ኤችዲፒኢን</li>
<li>• ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ልክዕ ል"
PRODUCT,'11053008584871,handle,ti,,,bath-chair-with-back-adjustable-height-non-slip-shower-stool-bench-tool-free-assembly-bathroom-aids,b-ኣልበሳ-ዘለዎ-መንበር-ምሕጻብ-ብዝተስተኻኸለ-ቁመት-ዘይተንሸራተት-መንበር-መንበር-ምሕጻብ-ብዘይ-መሳርሒ-ምትካል-ሓገዝ-ምሕጻብ-b
PRODUCT,'11053008584871,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053008617639,title,ti,,,"61"" Pantry Cabinet, Kitchen Pantry Storage Cabinet with 2 Doors and Adjustable Shelves, Freestanding Storage Cabinet","61"" ክብሪት ካቢኔት፣ ክብሪት ክምችት ካቢኔት ምስ 2 ማዕጾታትን ተስተካከሊ መደርደሪታትን፣ ብሕታዊ ደው ዝብል ክምችት ካቢኔት"
PRODUCT,'11053008617639,body_html,ti,,,"<p>Cluttered living areas and a lack of vertical storage can make your home feel cramped and disorganized. The [BRAND NAME] tall storage cabinet resolves this with a high-capacity, five-tier design that utilizes vertical space to tuck away household essentials. Featuring interior shelves with up to nine levels of height adjustment and a sleek white finish, it creates a versatile organization anchor for your kitchen or hallway. Reclaim your home’s order with this modern, customizable pantry solution.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Multi-tier shelving maximizes storage space for household organization needs</li>
<li>• Adjustable shelves allow customizable layouts for items of varying sizes</li>
<li>• Sleek design complements modern interiors in any room effortlessly</li>
<li>• Robust construction ensures durability and holds up to 50kg weight</li>
<li>• Anti-tipping kit enhances safety for families and active households</li>
<li>• Easy assembly process saves time and suits DIY enthusiasts perfectly</li>
</ul><h3> Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: White</li>
<li>• Material: MDF</li>
<li>• Overall Dimensions: 23.2"" W x 12.2"" D x 61"" H (59 x 31 x 155 cm)</li>
<li>• Cabinet Inner Dimensions: 22"" W x 11.4"" D x 20.5"" /36.6"" H (56 x 29 x 52/93 cm)</li>
<li>• Weight Capacity: 110 lbs. (50 kg)(total), 22 lbs. (10 kg)(per shelf)</li>
<li>• Item Label: 838-097</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Pantry Cabinet</li>
<li>• 1 x Manual</li>
</ul>","<p>ኣብ ገዛ ዘለዉ ዝተረበሹ ቦታታትን ዘይምህላው ቀጥታዊ መደርደሪን ገዛኻ ጸባቢ ከም ዝመስልን ዘይተደራጀን ክገብር ይኽእል። ናይ [ስም ምርት] ቁመታዊ ካቢኔት መደርደሪ ብሓይሊ ዝምላእ፡ ሓሙሽተ ደረጃታት ዘለዎ ዲዛይን ብምጥቃም ቀጥታዊ ቦታ ብምጥቃም ንህይወታዊ ኣቕሑ ንምዕባል ይሕግዝ። ኣብ ውሽጢ ዘለዉ መደርደሪታት ክሳብ ትሽዓተ ደረጃታት ቁመት ምምዕርራይ ዘኽእሉ ኮይኖም፡ ርጉእ ጻዕዳ ቀለም ዘለዎም፡ ንኽሽና ወይ ኮሪደርካ ዝምሰል ተደራጅ መሰረት ይፈጥሩ። በዚ ዘመናዊን ክትምዕርሮ ዝከኣልን ናይ መጋዘን ፍታሕ ተጠቒምካ ስርዓት ገዛኻ መሊስካ ርኸብ።</p><h3>ባህርያት፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ብዙሕ ደረጃታት ዘለዎ መደርደሪ ንምድላብ ናይ ገዛ ኣቕሑ ቦታ የስፍሕ።</li>
<li>• ዝተምዕረሩ መደርደሪታት ንዝተፈላለዩ መጠናት ኣቕሑ ክትምዕርሮ ዘኽእል ኣቀማምጣ ይህቡ።</li>
<li>• ርጉእ ዲዛይን ንዘመናዊ ውሽጣዊ ኣቀማምጣ ብዘይ ጻዕሪ ይሰማማዕ።</li>
<li>• ጽኑዕ ህንጸት ንዘላቕማዊነት የረጋግጽን ክሳብ 50 ኪሎ ግራም ክብረት ይድሕን።</li>
<li>• ናይ ምክልኻል ምውዳቕ ኪት ንስድራ ቤታትን ንጡፋት ኣባላት ገዛን ደህንነት የስፍሕ።</li>
<li>• ቀሊል ናይ ምትካል ሂደት ግዜ ይቆጥብን ንፈተውቲ DIY ፍጹም ይኸውን።</li>
</ul><h3> ዝርዝር ሓበሬታ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ቀለም፡ ጻዕዳ</li>
<li>• ውሕሉል፡ MDF</li>
<li>• ልኡኻዊ መጠናት፡ 23.2"" ወርዲ x 12.2"" ጥልቀት x 61"" ቁመት (59 x 31 x 155 ሳ.ሜ)</li>
<li>• ናይ ካቢኔት ውሽጣዊ መጠናት፡ 22"" ወርዲ x 11.4"" ጥልቀት x 20.5"" /36.6"" ቁመት (56 x 29 x"
PRODUCT,'11053008617639,handle,ti,,,pantry-cabinet-kitchen-pantry-storage-cabinet-with-and-adjustable-freestanding-storage-cabinet,pantry-cabinet-kitchen-pantry-storage-cabinet-with-and-adjustable-freestanding-storage-cabinet-p
PRODUCT,'11053008617639,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053008650407,title,ti,,,"Modern 3 Seater Sofa, Corduroy Fabric 3 Seater Couch with Pine Wood Legs and Rolled Armrests for Living Room, Brown",<strong>ዘመናዊ ባለ 3 መንበር ሶፋ፣ ባለ ኮርዱሮይ ጨርቂ ባለ 3 መንበር ኮች ምስ ፓይን ዕጨይ እግርታትን ጠማማ ክንድ መደረብን ንእንዳ መነበብ፣ ቡናዊ</strong>
PRODUCT,'11053008650407,body_html,ti,,,"<p>Sink into something comfortable without sacrificing on your precious home or office space with this fabric sofa from [BRAND NAME]. Three-seater design is great for compact spaces and yet spacious enough for relaxing with family and friends. This superb sofa features corduroy fabric for easy maintenance and thick sponge padding upholstery for exceptional sitting comfort.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Three-seater design is great for compact spaces and yet spacious enough for relaxing with family and friends</li>
<li>• Suitable for living room, college dorm, home office, and more</li>
<li>• Pocket spring cushion well adapts to the contours of your body for exceptional comfort and minimize partner disturbance</li>
<li>• Generously padded upholstery and extra pillows deliver exceptional support and relaxation</li>
<li>• Rolled Arms add a touch of high-end taste to your house</li>
<li>• Corduroy fabric is breathable and skin-friendly, while heavy-duty pine wood legs giving it a robust and solid foundation</li>
<li>• Attached non-skid foot caps can well prevent ground scratches</li>
<li>• Assembly required</li>
</ul><h3> Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Brown</li>
<li>• Material: Cotton Polyester Corduroy, Pine Wood</li>
<li>• Overall Dimensions: 77.5""W x 33""D x 35.5""H</li>
<li>• Seat Dimensions: 63.5""W x 20.5""D x 19.75""H</li>
<li>• Armrest Dimensions:  31.5""L x 7""W x 23.75""H</li>
<li>• Backrest Dimensions: 70.75""W x 17.75""H</li>
<li>• Weight Capacity: 264lbs (Per Seat)</li>
<li>• Item Label: 833-906BN</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Sofa</li>
<li>• 1 x Manual</li>
</ul>","<p>ኣብ ውድ ቤትካ ወይ ቢሮኻ ክብደት ከይትስምዕ ኣብ ምቹእ ነገር ምስ እዚ ጨርቃዊ ሶፋ ካብ [ስም ብራንድ] ምስጥራር ንግበር። ንሰለስተ ሰባት ዝተዳለወ ዲዛይን ንጸባቢ ቦታታት ዝምሽከር ኮይኑ፡ ምስ ስድራቤትን ኣዕሩኽን ንምዝናን ድማ በቂ ቦታ ይህብ። እዚ ድንቂ ሶፋ ንቐሊል ምንጽጽር ኮርዱሮይ ጨርቂን ንልዑል ምቹእ መቕመጥ ድማ ውፍረት ዘለዎ ስፖንጅ መከዳን ዘጠቓልል እዩ።</p><h3>ባህርያት፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ንሰለስተ ሰባት ዝተዳለወ ዲዛይን ንጸባቢ ቦታታት ዝምሽከር ኮይኑ፡ ምስ ስድራቤትን ኣዕሩኽን ንምዝናን ድማ በቂ ቦታ ይህብ</li>
<li>• ንክፍሊ መደምሰሚ፡ ኮሌጅ ዶርም፡ ቤት ቢሮ፡ ካልእ ቦታታት ድማ ይጠቅም</li>
<li>• ኪስ ስፕሪንግ ትራስ ንቅርጺ ኣካላትካ ብምትሕብባር ልዕለ ምቹእነት ይህብ ከምኡውን ምስ ካልእ ሰብ ምስትስታኽ ይቕንስ</li>
<li>• ብሉጽ ውፍረት ዘለዎ መከዳን ተወሳኺ ትራሳትን ልዕለ ደገፍን ዕረፍትን ይህብ</li>
<li>• ጠመዝማዚ ኣእዳው ንቤትካ ልዑል ደረጃ ጣዕሚ ይውስኽ</li>
<li>• ኮርዱሮይ ጨርቂ ንኣየር ዝሓልፍን ንቖርበት ዝምሕዝን ኮይኑ፡ ካብ ጽኑዕ ፓይን ዕጨይሲ ዝተሰርሑ እግርታት ድማ ጽኑዕ መሰረት ይህቡ</li>
<li>• ዝተሰከሉ ዘይተዝለቱ እግሪ ክዳን ንምጥፋእ ይከላኸሉ</li>
<li>• ምትካኽ የድሊ</li>
</ul><h3>ዝርዝር መግለጺ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ሕብሪ፦ ቡናዊ</li>
<li>• ውሕዱ ነገር፦ ጥጢ ፖሊስተር ኮርዱሮይ፡ ፓይን ዕጨይሲ</li>
<li>• ልኡኻት ብሓባር፦ 77.5""ስፍሓት x 33""ጥልቀት x 35.5""ቁመት</li>
<li>• ልኡኻት መቕመጥ፦ 63.5""ስፍሓት"
PRODUCT,'11053008650407,handle,ti,,,modern-seater-sofa-corduroy-fabric-seater-couch-with-pine-wood-legs-and-rolled-armrests-for-living-room,
PRODUCT,'11053008650407,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053008683175,title,ti,,,"Dining Table Set for 2, 3 Piece Kitchen Table and Chairs with Metal Legs for Small Spaces, Natural Wood",<p>ናይ 2 ሰባት መጋበርያ ጣውላ፡ 3 ክፋላት ዘለዎ ናይ ክሽነ ጣውላን መንበርን ብብረታዊ እግሪ ንንእሽቶ ቦታታት፡ ተፈጥሮኣዊ ዕጨይሽ</p>
