Handle,Command,Title,Body (HTML),Tags,Type,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Vendor,Status,Image Src,Image Position
-1100lbs-motorcycle-jack-height-adjustable-motorcycle-scissor-lift-jack-with-anti-slip-wide-deck-for-home-garage-red,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/03/31/AL54d619d41330376.jpg,2
-1100lbs-motorcycle-jack-height-adjustable-motorcycle-scissor-lift-jack-with-anti-slip-wide-deck-for-home-garage-red,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/03/31/je60d319d41330376.jpg,3
-1100lbs-motorcycle-jack-height-adjustable-motorcycle-scissor-lift-jack-with-anti-slip-wide-deck-for-home-garage-red,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/03/31/Gwv4c719d41330376.jpg,4
-1100lbs-motorcycle-jack-height-adjustable-motorcycle-scissor-lift-jack-with-anti-slip-wide-deck-for-home-garage-red,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/03/31/Fw966319d41330376.jpg,5
soozier-65-freestanding-boxing-punching-bag-with-refilled-base-and-suction-cups-black,MERGE,"Soozier 65"" Freestanding Boxing Punching Bag with Refilled Base and Suction Cups, Black","<p>Do you want to practice boxing at home instead of going to a gym? Did you know boxing is a full sport for stress relief and working out different body muscles? If you want to participate in this sport, Soozier offers this standing punching bag with a refillable base and a stable structure covered in plastic to soften the impact and allow you to work out efficiently and safely. Get ready to elevate your training sessions with this dynamic boxing punching heavy bag!</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• Great for releasing tension and stress, improving physical endurance and toning body muscles</li><li>• Resistant base refillable with 44lbs/22.5kg water, 61lbs/27.5kg sand or 66lbs/30kg mixture for stability</li><li>• Bottom rubber suction cups hold it firmly to the ground</li><li>• The digits recorded make it easier to perform prepared workouts</li><li>• Requires easy assembly</li><li>• Note: To facilitate its handling, it is recommended to fill the base before continuing with the assembly of the product</li></ul><h3>Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: Black</li><li>• Material: HDPE, Plastic, EPE</li><li>• Overall Dimension: Φ19.7' x 65'H (Φ50 x 165 cm)</li><li>• base: Φ19.7' x 16.9'H (Φ50 x 43 cm)</li><li>• Punching Bag Size: Φ11.8' x 37.4'H (Φ30 x 95 cm)</li><li>• Item Label: A91-063</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>• 1 x Boxing Bag with Stand</li><li>• 1 x manual</li></ul>","ملاكمة, Boxing, ምውጋድ, رفع الأثقال, Weightlifting, ምስቕል ምጥዓን, تدريب رياضي, Fitness Training, ስልጠና ስፖርት, لياقة بدنية, Fitness, ካልእ ስነ-ምግባር, معدات رياضية, Sports Equipment, መሳርሒ ስፖርት",Sports & Recreation,Color,Black,Size,Large,A91-063,162.99,shopify,13,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2025/01/23/Infcd219494558e77.jpg,1
soozier-65-freestanding-boxing-punching-bag-with-refilled-base-and-suction-cups-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/Infcd219494558e77.jpg,2
soozier-65-freestanding-boxing-punching-bag-with-refilled-base-and-suction-cups-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/W4ca1d19494558e77.jpg,3
soozier-65-freestanding-boxing-punching-bag-with-refilled-base-and-suction-cups-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/YH2f3b19494558e77.jpg,4
soozier-65-freestanding-boxing-punching-bag-with-refilled-base-and-suction-cups-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/K6K9a319494558e77.jpg,5
-5-8-person-pop-up-ice-fishing-shelter-portable-ice-fishing-tent-blue,MERGE," 5-8 Person Pop-up Ice Fishing Shelter, Portable Ice Fishing Tent, Blue","<p>This [BRAND NAME] pop up ice shanty will provide you and your buddies with the ability to fish in cold winter with comfort and warm! Constructed with sturdy hubs, fiberglass poles, extra heavy-duty zipper, reinforced bottom, ground stakes, guy ropes and removable windows, this ice fishing shanty is designed to keep the cold breeze out . Ideal for 5-8 people, it is an optimal choice both for occasional ice fisherman and fishing enthusiasts!</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• Available for 5-8 person, measured 141.7' L x 70.9' W x 78.7' H, 70sq. ft. of fishable space</li><li>• Solid fiberglass poles in superior strength to hold the tent up</li><li>• 300D waterproof oxford fabric</li><li>• Two doors on opposite sides with heavy duty and smooth zippers for easy access</li><li>• Four Velcro attached windows adjust shelter's ventilation and brightness</li><li>• Pop-up design for easy and quick assembly and take down within minutes</li><li>• 10 Ground stakes and 6 guy ropes add the extra stability</li><li>• Portable design well fits into a bag for easy carrying on your back</li></ul><h3>Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: Blue</li><li>• Material: Oxford, Fiberglass Pole</li><li>• Overall Dimensions: 141.7' L x 70.9' W x 78.7' H (3.6 x 1.8 x 2 m)</li><li>• Folded Dimensions: 51.2' L x 7.9' W x 7.9' H (130 x 20 x 20 cm)</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>• 1 x Ice Fishing Shelter</li><li>• 10 x Ground Stakes</li><li>• 6 x Guy Ropes</li></ul>","تخييم,جمعد, ደምበራ,صيد, ሓረስታ,شتاء, ክረምቲ,خيمة, ዳስ,ثلج, በረዶ,قابل للطي, ዝምላህ,ماء, ማይ,رياح, ንፋስ",Sports & Recreation,Color,Blue,Size,"141"" x 71"" x 71""",AB1-002,269.99,shopify,0,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2022/10/17/l5798a183e51ed00c.jpg,1
-5-8-person-pop-up-ice-fishing-shelter-portable-ice-fishing-tent-blue,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2022/10/17/l5798a183e51ed00c.jpg,2
-5-8-person-pop-up-ice-fishing-shelter-portable-ice-fishing-tent-blue,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/06/17/UiI6f21977c10fa5c.jpg,3
-5-8-person-pop-up-ice-fishing-shelter-portable-ice-fishing-tent-blue,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2023/08/24/MGzaff18a2520a720.jpg,4
-5-8-person-pop-up-ice-fishing-shelter-portable-ice-fishing-tent-blue,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2023/08/24/1ujf7d18a2520a720.jpg,5
soozier-14-ft-trampoline-net-enclosure-trampolining-bounce-safety-accessories-w-8-poles-net-enclosure-only-black,MERGE,"Soozier 14 FT Trampoline Net Enclosure Trampolining Bounce Safety Accessories w/ 8 Poles Net Enclosure Only, Black","<p>Our net enclosure combo is designed for trampolines with no existing enclosure net. Applicable trampoline size: 14'. It includes tubes, a tough net, foam for pole frames, clamps, and all the hardware. This safety net will ensure maximum safety for your kids. Also, this safety net allows you to enjoy a fun jumping experience without limiting visibility. Easy to access with its zipped design and dual closure safety with buckle, it is a must to have in your bouncing time!</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• Net enclosure only, trampoline not included</li><li>• Come with 8 poles, each pole with 2 piece total 16 tubes</li><li>• Creates a fun jumping experience without limiting visibility</li><li>• Highly tough Terylene-Quality Safety Net and easy to install</li><li>• Dual closure entry with zipper and buckles</li><li>• Rust resistant galvanized steel frame</li><li>• Strong straps and ropes for securing net onto trampoline</li><li>• Foam padded frame poles provide added protection</li><li>• Fits trampolines with (4) 'U' shaped legs</li></ul><h3> Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: Black</li><li>• Material: PE</li><li>• Overall Dimension: Ф167.7' x 102.4' Н (Ф426 x 260 cm)</li><li>• Leg extension tube: 8 pc (hot deep galvanized)</li><li>• EPE Foam tube: Φ45X10mm</li><li>• Item Label: B3-0013</li></ul>","Safety net, شبكة أمان, መረብ ደህንነት, Trampoline enclosure, سياج الترامبولين, ከበባ ትራምፖሊን, Outdoor play, اللعب في الهواء الطلق, የውጪ ጨዋታ, Galvanized steel, صلب مجلفن, ጋልቫናይዝድ ብረት, Accessories replacement, إكسسوارات بديلة, መለዋወጫ መሳሪያዎች",Sports & Recreation,Color,Black,Size,14',B3-0013,144.99,shopify,37,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2025/01/23/pOpf8b194932fb35e.jpg,1
soozier-14-ft-trampoline-net-enclosure-trampolining-bounce-safety-accessories-w-8-poles-net-enclosure-only-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/pOpf8b194932fb35e.jpg,2
soozier-14-ft-trampoline-net-enclosure-trampolining-bounce-safety-accessories-w-8-poles-net-enclosure-only-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/GcHba4194932fb35e.jpg,3
soozier-14-ft-trampoline-net-enclosure-trampolining-bounce-safety-accessories-w-8-poles-net-enclosure-only-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/LK901c194932fb35e.jpg,4
soozier-14-ft-trampoline-net-enclosure-trampolining-bounce-safety-accessories-w-8-poles-net-enclosure-only-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/9iVd9e194932fb35e.jpg,5
soozier-adjustable-upright-stationary-exercise-bike-with-lcd-display-suitbale-for-beginer-and-home-gym-indoor-cycling-bike-with-adjustable-resistance-white,MERGE,"Soozier Adjustable Upright Stationary Exercise Bike with LCD Display, Suitbale for Beginer and Home Gym, Indoor Cycling Bike with Adjustable Resistance, White","<p>The indoor cycling bike from Soozier is a great way to carry out your workouts in the comfort of your home and achieve your physical goals. Due to the light weight deign, the indoor bike is easy to be moved around to find your greatest spot that motivates your cardio training. The cycle bike for exercise is constructed in steel with padded seat and handle bars to offer optimum comfort and added life to the cycle. Start your workouts this season and finally get the body you desire.</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• Adjustable seat and handle height  (7 levels) to fit different body requirements</li><li>• Track your progress with an LCD screen that shows time, speed, distance, and calories burned</li><li>• The resistance can be easily adjusted by turning the knob, pressing the resistance knob down is an emergency stop</li><li>• Smooth and silent motion suitable for the home, office, and gym</li><li>• Pedals with a toe cage prevent slipping</li><li>• The tray is available to hold water bottles and phones</li><li>• With two rolling wheels, it comes with a 17.6 lbs flywheel</li><li>• Two LR6 batteries required for LCD, each 1.5v</li></ul><h3>Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: White, Black</li><li>• Materials: Steel, ABS</li><li>• Overall Dimensions: 40.6' L x 20.9' W x 39.4'-44.9' H (103 x 53 x 100-114 cm)</li><li>• Seat Cushion Dimensions: 9.4' L x 8.7' W (24 x 22 cm)</li><li>• Flywheel Dimensions: Dia 17'' (43 cm)</li><li>• Weight Capacity: 264 lbs (120 kg)</li><li>• Item Label: A90-146V01</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>• 1 x Exercise Bike</li><li>• 1 x Manual</li></ul>","دراجة تمرين داخلية, Exercise Bike, ውሽጣዊ ምንቅስቃሴ ብሽክለታ, معدات لياقة منزلية, Home Gym Equipment, ናይ ገዛ ስፖርታዊ መሳርሒታት, جهاز تمارين كارديو, Cardio Machine, ካርዲዮ ማሽን, عرض رقمي, Digital Display, ዲጂታል መመልከቲ, مقعد قابل للتعديل, Adjustable Seat, ተቀያያሪ መቀመጫ, مسند قدم, Foot Pedals, እግር ፔዳል",Sports & Recreation,Color,"White, Red, Black",Size,"40.6"" L x 20.9"" W x 39.4""-44.9"" H",A90-146V01,212.99,shopify,187,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2025/06/20/4jn6dd1978da70570.jpg,1
soozier-adjustable-upright-stationary-exercise-bike-with-lcd-display-suitbale-for-beginer-and-home-gym-indoor-cycling-bike-with-adjustable-resistance-white,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/06/20/4jn6dd1978da70570.jpg,2
soozier-adjustable-upright-stationary-exercise-bike-with-lcd-display-suitbale-for-beginer-and-home-gym-indoor-cycling-bike-with-adjustable-resistance-white,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2024/09/14/6xAb6b191f0437103.jpg,3
soozier-adjustable-upright-stationary-exercise-bike-with-lcd-display-suitbale-for-beginer-and-home-gym-indoor-cycling-bike-with-adjustable-resistance-white,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2024/09/14/Nsn498191f0437103.jpg,4
soozier-adjustable-upright-stationary-exercise-bike-with-lcd-display-suitbale-for-beginer-and-home-gym-indoor-cycling-bike-with-adjustable-resistance-white,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2024/09/18/D7g31919204dccbcd.jpg,5
aosom-multi-functional-bike-trailer-steel-large-bike-luggage-cart-carrier-black,MERGE,Aosom Multi-Functional Bike Trailer Steel Large Bike Luggage Cart Carrier Black,"<p>This top quality hitch cargo carrier can be attached to nearly any bikes. With a removable big carrying box, this bike trailer hitch provides plenty of area for carrying groceries. A black cover is included to protect your items from rain. Made of solid steel frame in long-lasting construction, the utility trailer has top quality. Whenever you want to go shopping or go camping, you can ride on a bike with this practical cargo trailer. Enjoy this bike cart for cargo for much easier life.</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• Can be attached to most bicycles</li><li>• The red button enables easy installment and disassembly of connector to bicycles</li><li>• Equipped with 2 wheels for improved hauling and load capacity</li><li>• Removable cargo compartment provides handy storage and organization for your gear</li><li>• Includes red, yellow and white reflectors for improved safety</li><li>• 600 x 600D Oxford cloth cover</li><li>• Quick release design between chuck and tow-bar</li></ul><h3>Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: Black</li><li>• Material: Steel, Oxford Fabric, PP</li><li>• Overall Dimension: 56.7' L x 23.2' W x 31.5' H (144 x 59 x 80 cm)</li><li>• Cargo Compartment Dimension:  24' L x 16.5' W x 11.8' H (61 x 42 x 30 cm)</li><li>• Wheel Dimension: Dia. 16'</li><li>• Drag Rod Length: 31.9'(81 cm)</li><li>• Drag Rod: Dia. 1.1'(2.8 cm)</li><li>• Weight Capacity: 88 lbs (40 kg)</li><li>• Note: The trailer is fixed on the bicycle seat tube through the clamp, and the diameter of the bicycle seat tube must be less than 1.25', otherwise it cannot be installed.</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>• 1 x Storage Trailer</li><li>• 1 x Manual</li></ul>","دراجة, Bicycle, ብሽክሎት, أمتعة, Luggage, ሻንጣ, عربة, Trailer, ትራይለር, فولاذ, Steel, ብረት, تخزين, Storage, መጋዘን, نقل, Transport, መጓጓዣ",Sports & Recreation,Color,Black,Size,"56.7"" x 23.2"" x 31.5""",B71-005,139.99,shopify,79,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2023/02/07/LxE98a18629b6502b.jpg,1
aosom-multi-functional-bike-trailer-steel-large-bike-luggage-cart-carrier-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2023/02/07/LxE98a18629b6502b.jpg,2
aosom-multi-functional-bike-trailer-steel-large-bike-luggage-cart-carrier-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2023/02/07/XzK3c718629b6502b.jpg,3
aosom-multi-functional-bike-trailer-steel-large-bike-luggage-cart-carrier-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2023/02/07/LPna0918629b6502b.jpg,4
aosom-multi-functional-bike-trailer-steel-large-bike-luggage-cart-carrier-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2023/02/07/Lfs88c18629b6502b.jpg,5
soozier-220lbs-wall-mounted-punching-bag-hanger-adjustable-height-punching-bag-holder-for-boxing-and-mma-training,MERGE,"Soozier 220lbs Wall Mounted Punching Bag Hanger, Adjustable Height Punching Bag Holder for Boxing and MMA Training","<p>Get the most out of your training with the Soozier Wall Mount Heavy Bag Hanger. This hanger is made of heavy-duty steel and features a dual-wall mounting system that can attach easily to any standard wall. The mount will support bags up to 220 pounds. It is perfect for a variety of training techniques in areas where space is limited.Easy to assemble, bag is not included.</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• Sturdy steel frame provides stability and durability</li><li>• Attaches to any standard wall</li><li>• Allows for 360 degree access to the heavy bag</li><li>• Adjustable height</li><li>• Can hold up to 220 pounds</li><li>• Mounts to wall stud</li><li>• Ideal for boxing, martial arts or cardio training</li><li>• Easy to assemble</li><li>• Bag not included</li></ul><h3> Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: black</li><li>• Material: Steel</li><li>• Overall dimension: 15.75'W x 25.25'D x 23.5'-34.75'H</li><li>• Square tube：2' x 2'</li><li>• Upper circular tube: 2'</li><li>• Lower circular tube: 2.2'</li><li>• Stator: 15.7'L x 1.6'W x 0.25'T</li><li>• Max weight capacity: 220 pounds</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>• 1 x Punch Bag Bracket</li><li>• 1 x Manual</li></ul>","معدات الملاكمة, Boxing Equipment, መሳርሒታት ቦክስ, حامل حقيبة الملاكمة, Punching Bag Hanger, መደርደሪ ከረቢት ምጥዋዕ, حامل حائط, Wall Mount, መሳርሒ መግጠሚ ኣጋር, تدريب MMA, MMA Training, ስልጠና MMA, حديد متين, Heavy-Duty Steel, ሓያል ሃረስታይ ስቲል, ارتفاع قابل للتعديل, Adjustable Height, ቁመት ዝቅየር",Sports & Recreation,Color,Black,Size,"15.75"" x 25.25"" x 23.5""-34.75""",A93-001,54.99,shopify,22,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2026/01/09/L386d119ba1259874.jpg,1
soozier-220lbs-wall-mounted-punching-bag-hanger-adjustable-height-punching-bag-holder-for-boxing-and-mma-training,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/01/09/L386d119ba1259874.jpg,2
soozier-220lbs-wall-mounted-punching-bag-hanger-adjustable-height-punching-bag-holder-for-boxing-and-mma-training,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/01/09/6Qj16919ba1259874.jpg,3
soozier-220lbs-wall-mounted-punching-bag-hanger-adjustable-height-punching-bag-holder-for-boxing-and-mma-training,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/24/Z0Fd8919495f990c2.jpg,4
soozier-220lbs-wall-mounted-punching-bag-hanger-adjustable-height-punching-bag-holder-for-boxing-and-mma-training,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/24/D7if2819495f990c2.jpg,5
soozier-145lbs-dumbbell-barbell-adjustable-set-plate-bar-clamp-rod-home-gym-sports-area-exercise,MERGE,Soozier 145lbs Dumbbell & Barbell Adjustable Set Plate Bar Clamp Rod Home Gym Sports Area Exercise,"<p>The Soozier 145lbs Dumbbell &amp; Barbell is a versatile product, it can help you build your body. Assembly takes just a few seconds, quickly alternate between dumbbell and barbell exercises to focus on muscle strength, endurance, or cardiovascular health. It is very resistant to compression and abrasion, the material of steel and PE ensures the service life of the product.</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• Just takes a few seconds to assemble it, then you can focus on exercise</li><li>• Quickly alternate between dumbbell and barbell.  - Cement mix with PE to avoid damaging the floor and is suitable for home use</li><li>• Knurled handle is better to grip and increased safety during exercises</li><li>• The product is very resistant to compression and abrasion and has a long service life</li><li>• Ideal for physical exercise: Helps condition and shape arms, shoulders, back, and strengthen muscles</li><li>• Can be used in home, gym and sports area</li></ul><h3>Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Color: Black</li><li>• Material: Steel, PE, Cement mix</li><li>• 22lbs Plate Dimension: Ф12.5' x 2.25'T</li><li>• 11lbs Plate Dimension: Ф9.75' x 2'T</li><li>• 5.5lbs Plate Dimension: Ф8.25' x 1.5T'</li><li>• 2.75lbs Plate Dimension: Ф6.75' x 1.25T'</li><li>• 4.4lbs Dumbbell Bar Dimension: Ф1' x 13.75'</li><li>•13.2lbs Barbell Bar Dimension: Ф1' x 67'</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>• 2 x 22lbs Plate</li><li>• 4 x 11lbs Plate</li><li>• 4 x 5.5lbs Plate</li><li>• 4 x 2.75lbs Plate</li><li>• 2 x 4.4lbs Dumbbell Bar</li><li>• 1 x 13.2lbs Barbell Bar</li><li>• 6 x Fixed Nuts</li></ul>","حديد دمبلز, dumbbells, ድምበልስ, باربل, barbell, ባርበል, معدات رياضية, gym equipment, የስፖርት መሳሪያ, أوزان, weights, ክብደት, لياقة بدنية, fitness, የአካል ብቃት",Sports & Recreation,Color,Black,Size,"1"" x 1"" x 67""",B1-0013,229.99,shopify,122,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2025/09/02/NZo8c019909e34f6c.jpg,1
soozier-145lbs-dumbbell-barbell-adjustable-set-plate-bar-clamp-rod-home-gym-sports-area-exercise,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/09/02/NZo8c019909e34f6c.jpg,2
soozier-145lbs-dumbbell-barbell-adjustable-set-plate-bar-clamp-rod-home-gym-sports-area-exercise,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/24/90h035194970bfa85.jpg,3
soozier-145lbs-dumbbell-barbell-adjustable-set-plate-bar-clamp-rod-home-gym-sports-area-exercise,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/24/IIBcdc194970bfa85.jpg,4
soozier-145lbs-dumbbell-barbell-adjustable-set-plate-bar-clamp-rod-home-gym-sports-area-exercise,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/24/jG1f9c194970bfa85.jpg,5
soozier-7ft-folding-balance-beam-gymnastics-beam-with-wood-core-blue,MERGE,"Soozier 7ft Folding Balance Beam, Gymnastics Beam with Wood Core, Blue","<p>The Soozier gymnastic balance beam is a great option for gymnasts, cheerleaders, martial artists, dancers and those who want to exercise their bodies. This balance beam has 3.9-inch wide top and solid wood core and base provides maximum stability while in use. Low profile and competition-style non-slip suede surface ensure the safe beam routine on the ground. Lightweight design and hinged in the middle makes the beam easy to store when not in use.</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• 7 ft Long Beam excellent for home or gym use to practice basic gymnastic routines on</li><li>• Solid wood core ensure great stability while in use</li><li>• High density and sustainable EPE foam wrapped for comfort and safety</li><li>• Low profile and anti-slip suede surface make tumbles onto a mat low risk</li><li>• Folds in half easily for simple transport and storage at home or on the go</li><li>• Great for practicing skills like donkey kicks, handstands, jumps, leaps and obstacle courses</li></ul><h3> Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: Blue</li><li>• Material: Wood, EPE, Suede</li><li>• Overall Dimensions: 82.7' L x 3.9' W x 2.6' H (210 x 10 x 6.5 cm)</li><li>• Weight Capacity: 264 lbs (120 kg)</li><li>• Item Label: A50-005BU</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>• 1 x Balance Beam</li><li>• 1 x Manual</li></ul>","gymnastics equipment,معدات الجمباز,መሳርሒታት ጅምባስ,gymnastic balance beam,عارضة توازن جمباز,መሮጺ ዘመን ጅምባስ,folding beam,عارضة قابلة للطي,ተሰናባዒ መሮጺ,training equipment,معدات التدريب,መሳርሒታት ስልጠና,home gym accessories,اكسسوارات الصالة الرياضية المنزلية,ኣክሰሰሪታት ጂም ቤት",Sports & Recreation,Color,Blue,Size,7ft,A50-005BU,52.99,shopify,72,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2026/06/09/vuJd7b19eace72faa.jpg,1
soozier-7ft-folding-balance-beam-gymnastics-beam-with-wood-core-blue,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/06/09/vuJd7b19eace72faa.jpg,2
soozier-7ft-folding-balance-beam-gymnastics-beam-with-wood-core-blue,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/06/09/3TS0ee19eace72faa.jpg,3
soozier-7ft-folding-balance-beam-gymnastics-beam-with-wood-core-blue,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/08/06/9ti8361987f6162cb.jpg,4
soozier-7ft-folding-balance-beam-gymnastics-beam-with-wood-core-blue,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/08/06/BRL9dd1987f6162cb.jpg,5
soozier-trampoline-pad-14ft-replacement-trampoline-safety-pad-mat-spring-cover-water-resistant-uv-resistant-tear-resistant-no-holes-for-pole-colorful,MERGE,"Soozier Trampoline Pad, 14FT Replacement Trampoline Safety Pad Mat Spring Cover, Water-Resistant, UV-Resistant, Tear-Resistant, No Holes for Pole, Colorful","<p>Safety, safety and safety!!Safety is so important for us no matter when we are working or having fun together. If your pads have shielded you for quite long and have been in torn or ruptured condition, substitute this safety pad with for the old product! It is able to give the maximum protection to the kids, teens or adults from being scratched or trapped by the spring hooks and space between springs. And the pad will not absorb water, mildew, crack or lose shape!</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• 14FT round trampoline for most brands</li><li>• 1-piece design for maximum protection</li><li>• High density ,EPE closed-cell foam inside for shock absorbent platform</li><li>• 1/2' Thick EPE closed-cell foam inside for shock absorbent platform</li><li>• Deep side skirt overlaps full trampoline frame</li><li>• UV resistant outer layer with Plastic on top and heavy duty PE on the bottom</li><li>• Note: Trampoline is not included</li></ul><h3> Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: Red, Yellow, Blue</li><li>• Material: Plastic on top & PE on bottom, EPE Foam</li><li>• Pad Size: 14FT</li><li>• Foam Size: 11.8”W x 0.6”T</li><li>• NOTE: Please measure the OUTER frame diameter of your trampoline. This safety pad does NOT include pre-cut holes for enclosure poles. If your poles are mounted inside the frame, you may need to cut openings yourself</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>• 1 x Trampoline Pad;</li></ul>","وسادة ترامبولين, Trampoline Pad, ናድ ትራምፖሊን, مع مطاط عازل, Shock Absorbent Foam, ሻኪ ኣብዘርበንት ፎም, مقاوم للماء, Water-Resistant, ውሃ ዘይቅበል, مقاوم للأشعة فوق البنفسجية, UV-Resistant, UV ዘይቅበል, غطاء سلامة, Safety Cover, ድህነት ከዳው",Sports & Recreation,Color,Multi Colour,Size,14'x14',B3-0033,77.99,shopify,76,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2026/06/23/OrZe1819ef4af5196.jpg,1
soozier-trampoline-pad-14ft-replacement-trampoline-safety-pad-mat-spring-cover-water-resistant-uv-resistant-tear-resistant-no-holes-for-pole-colorful,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/06/23/OrZe1819ef4af5196.jpg,2
